,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine
2622,KRAKÓW-OBSERWATORIUM,2021,3,7,1.7,0.0,60.0,3.0,3.0
2623,KRAKÓW-OBSERWATORIUM,2021,3,8,0.8,1.5,82.3,1.3,5.7
2624,KRAKÓW-OBSERWATORIUM,2021,3,9,-1.6,0.0,75.3,1.3,5.7
2625,KRAKÓW-OBSERWATORIUM,2021,3,10,-2.2,0.0,69.0,1.3,1.0
2626,KRAKÓW-OBSERWATORIUM,2021,3,11,-0.3,0.8,64.0,1.3,7.0
2627,KRAKÓW-OBSERWATORIUM,2021,3,12,5.7,1.2,78.3,2.0,4.7
2628,KRAKÓW-OBSERWATORIUM,2021,3,13,5.7,0.0,59.5,2.3,6.3
2629,KRAKÓW-OBSERWATORIUM,2021,3,14,7.3,0.0,60.0,2.3,4.7
2630,KRAKÓW-OBSERWATORIUM,2021,3,15,3.9,0.0,73.5,1.0,6.0
2631,KRAKÓW-OBSERWATORIUM,2021,3,16,1.8,7.2,91.3,1.3,5.7
2632,KRAKÓW-OBSERWATORIUM,2021,3,17,3.8,0.1,72.8,2.3,7.3
2633,KRAKÓW-OBSERWATORIUM,2021,3,18,2.3,0.0,67.3,1.7,4.7
2634,KRAKÓW-OBSERWATORIUM,2021,3,19,-0.2,0.9,80.5,1.7,6.3
2635,KRAKÓW-OBSERWATORIUM,2021,3,20,-1.4,0.0,59.3,1.7,6.3
2636,KRAKÓW-OBSERWATORIUM,2021,3,21,-1.9,0.9,78.3,2.3,6.0
2637,KRAKÓW-OBSERWATORIUM,2021,3,22,2.0,0.0,69.0,2.3,5.3
2638,KRAKÓW-OBSERWATORIUM,2021,3,23,3.9,0.5,67.8,2.0,7.7
2639,KRAKÓW-OBSERWATORIUM,2021,3,24,5.4,0.0,78.5,1.7,8.0
2640,KRAKÓW-OBSERWATORIUM,2021,3,25,6.0,0.0,74.5,0.3,6.0
2641,KRAKÓW-OBSERWATORIUM,2021,3,26,6.7,0.0,70.3,1.7,1.0
2642,KRAKÓW-OBSERWATORIUM,2021,3,27,8.6,2.7,69.5,2.0,5.7
2643,KRAKÓW-OBSERWATORIUM,2021,3,28,6.3,0.0,64.3,2.3,4.3
2644,KRAKÓW-OBSERWATORIUM,2021,3,29,7.0,4.8,69.5,1.7,7.7
2645,KRAKÓW-OBSERWATORIUM,2021,3,30,11.8,1.5,87.5,0.3,5.7
2646,KRAKÓW-OBSERWATORIUM,2021,3,31,13.2,0.0,75.5,0.7,1.3
2647,KRAKÓW-OBSERWATORIUM,2021,4,1,14.0,3.8,68.3,2.3,5.3
2648,KRAKÓW-OBSERWATORIUM,2021,4,2,8.6,0.0,76.3,2.0,4.7
2649,KRAKÓW-OBSERWATORIUM,2021,4,3,4.7,2.8,85.3,1.7,6.0
2650,KRAKÓW-OBSERWATORIUM,2021,4,4,4.0,0.0,70.5,1.3,5.0
2651,KRAKÓW-OBSERWATORIUM,2021,4,5,7.3,3.1,52.0,4.3,5.0
2652,KRAKÓW-OBSERWATORIUM,2021,4,6,3.6,0.2,74.3,2.7,6.0
2653,KRAKÓW-OBSERWATORIUM,2021,4,7,1.2,1.1,79.3,2.0,4.7
2654,KRAKÓW-OBSERWATORIUM,2021,4,8,1.9,0.9,89.3,1.3,6.3
2655,KRAKÓW-OBSERWATORIUM,2021,4,9,5.2,0.0,57.5,1.7,3.3
2656,KRAKÓW-OBSERWATORIUM,2021,4,10,10.8,0.0,46.0,1.7,3.7
2657,KRAKÓW-OBSERWATORIUM,2021,4,11,10.7,2.2,62.8,1.7,5.0
2658,KRAKÓW-OBSERWATORIUM,2021,4,12,10.9,6.5,68.8,2.0,5.7
2659,KRAKÓW-OBSERWATORIUM,2021,4,13,4.0,13.9,87.5,1.7,8.0
2660,KRAKÓW-OBSERWATORIUM,2021,4,14,2.4,2.9,88.5,1.7,7.7
2661,KRAKÓW-OBSERWATORIUM,2021,4,15,2.4,7.9,92.0,2.7,8.0
2662,KRAKÓW-OBSERWATORIUM,2021,4,16,2.7,11.3,94.3,3.0,7.7
2663,KRAKÓW-OBSERWATORIUM,2021,4,17,4.1,2.2,93.5,1.7,8.0
2664,KRAKÓW-OBSERWATORIUM,2021,4,18,6.8,1.9,87.0,0.7,8.0
2665,KRAKÓW-OBSERWATORIUM,2021,4,19,7.6,3.9,91.5,1.7,8.0
2666,KRAKÓW-OBSERWATORIUM,2021,4,20,9.1,0.1,79.3,1.0,6.0
2667,KRAKÓW-OBSERWATORIUM,2021,4,21,11.3,0.5,68.3,2.0,6.7
2668,KRAKÓW-OBSERWATORIUM,2021,4,22,8.9,2.4,69.8,2.3,4.7
2669,KRAKÓW-OBSERWATORIUM,2021,4,23,6.1,2.3,74.0,3.0,6.0
2670,KRAKÓW-OBSERWATORIUM,2021,4,24,8.3,0.0,55.5,2.3,5.7
2671,KRAKÓW-OBSERWATORIUM,2021,4,25,7.5,0.0,54.5,1.7,5.0
2672,KRAKÓW-OBSERWATORIUM,2021,4,26,5.0,0.0,54.0,2.3,3.3
2673,KRAKÓW-OBSERWATORIUM,2021,4,27,5.8,0.0,46.5,2.7,0.7
2674,KRAKÓW-OBSERWATORIUM,2021,4,28,8.7,0.0,45.5,2.7,2.3
2675,KRAKÓW-OBSERWATORIUM,2021,4,29,12.7,3.7,54.0,1.3,5.7
2676,KRAKÓW-OBSERWATORIUM,2021,4,30,14.7,3.6,68.3,1.3,6.0
2677,KRAKÓW-OBSERWATORIUM,2021,5,1,10.6,5.6,86.8,1.3,8.0
2678,KRAKÓW-OBSERWATORIUM,2021,5,2,10.3,5.6,90.0,4.0,8.0
2679,KRAKÓW-OBSERWATORIUM,2021,5,3,8.8,0.0,59.3,3.7,5.7
2680,KRAKÓW-OBSERWATORIUM,2021,5,4,11.0,0.0,48.3,2.0,5.0
2681,KRAKÓW-OBSERWATORIUM,2021,5,5,13.9,1.4,56.3,2.3,7.3
2682,KRAKÓW-OBSERWATORIUM,2021,5,6,9.5,2.0,54.0,3.0,5.0
2683,KRAKÓW-OBSERWATORIUM,2021,5,7,10.8,0.2,71.0,3.3,6.7
2684,KRAKÓW-OBSERWATORIUM,2021,5,8,9.1,0.0,57.3,2.7,4.3
2685,KRAKÓW-OBSERWATORIUM,2021,5,9,13.8,0.0,50.3,1.0,3.0
2686,KRAKÓW-OBSERWATORIUM,2021,5,10,18.9,0.0,40.0,2.0,2.3
2687,KRAKÓW-OBSERWATORIUM,2021,5,11,20.2,0.0,48.5,2.3,1.7
2688,KRAKÓW-OBSERWATORIUM,2021,5,12,19.7,0.0,49.5,2.7,1.7
2689,KRAKÓW-OBSERWATORIUM,2021,5,13,16.2,14.6,68.8,1.7,6.0
2690,KRAKÓW-OBSERWATORIUM,2021,5,14,14.3,0.1,83.0,3.0,7.3
2691,KRAKÓW-OBSERWATORIUM,2021,5,15,14.3,1.7,69.3,1.7,6.0
2692,KRAKÓW-OBSERWATORIUM,2021,5,16,13.3,3.3,81.8,1.7,6.0
2693,KRAKÓW-OBSERWATORIUM,2021,5,17,12.0,27.7,87.0,1.3,7.7
2694,KRAKÓW-OBSERWATORIUM,2021,5,18,12.3,1.8,88.5,3.0,7.7
2695,KRAKÓW-OBSERWATORIUM,2021,5,19,11.7,0.2,78.0,2.0,6.0
2696,KRAKÓW-OBSERWATORIUM,2021,5,20,13.3,0.8,63.0,2.7,4.7
2697,KRAKÓW-OBSERWATORIUM,2021,5,21,14.1,0.2,56.0,2.0,6.0
2698,KRAKÓW-OBSERWATORIUM,2021,5,22,13.3,11.7,84.8,1.3,5.7
2699,KRAKÓW-OBSERWATORIUM,2021,5,23,11.8,4.1,79.0,1.3,7.3
2700,KRAKÓW-OBSERWATORIUM,2021,5,24,13.8,7.5,70.8,1.3,5.0
2701,KRAKÓW-OBSERWATORIUM,2021,5,25,13.2,1.1,90.0,1.7,8.0
2702,KRAKÓW-OBSERWATORIUM,2021,5,26,13.8,0.0,54.8,1.3,4.7
2703,KRAKÓW-OBSERWATORIUM,2021,5,27,15.0,0.0,51.8,2.7,7.0
2704,KRAKÓW-OBSERWATORIUM,2021,5,28,14.1,1.2,61.0,2.0,3.3
2705,KRAKÓW-OBSERWATORIUM,2021,5,29,11.6,1.1,80.0,1.3,6.3
2706,KRAKÓW-OBSERWATORIUM,2021,5,30,12.7,0.0,71.3,2.3,6.3
2707,KRAKÓW-OBSERWATORIUM,2021,5,31,14.0,0.0,60.0,2.3,2.0
2708,KRAKÓW-OBSERWATORIUM,2021,6,1,12.9,0.0,59.0,1.3,5.3
2709,KRAKÓW-OBSERWATORIUM,2021,6,2,13.9,0.0,57.5,1.3,5.7
2710,KRAKÓW-OBSERWATORIUM,2021,6,3,15.4,0.0,59.8,1.7,2.7
2711,KRAKÓW-OBSERWATORIUM,2021,6,4,17.8,0.5,51.3,2.0,3.0
2712,KRAKÓW-OBSERWATORIUM,2021,6,5,17.4,8.9,80.3,1.0,5.7
2713,KRAKÓW-OBSERWATORIUM,2021,6,6,18.0,0.0,71.8,1.0,1.3
2714,KRAKÓW-OBSERWATORIUM,2021,6,7,19.3,0.0,56.0,1.3,1.7
2715,KRAKÓW-OBSERWATORIUM,2021,6,8,19.5,0.0,54.8,1.0,2.7
2716,KRAKÓW-OBSERWATORIUM,2021,6,9,19.9,0.2,63.3,1.3,2.7
2717,KRAKÓW-OBSERWATORIUM,2021,6,10,19.1,0.0,57.3,1.7,2.7
2718,KRAKÓW-OBSERWATORIUM,2021,6,11,18.4,2.2,70.8,2.3,3.3
2719,KRAKÓW-OBSERWATORIUM,2021,6,12,19.2,10.4,72.5,2.7,6.0
2720,KRAKÓW-OBSERWATORIUM,2021,6,13,15.6,0.4,62.8,3.3,4.0
2721,KRAKÓW-OBSERWATORIUM,2021,6,14,16.3,0.0,58.8,1.7,2.3
2722,KRAKÓW-OBSERWATORIUM,2021,6,15,18.2,0.0,58.3,1.3,5.0
2723,KRAKÓW-OBSERWATORIUM,2021,6,16,20.4,0.0,55.3,1.7,1.3
2724,KRAKÓW-OBSERWATORIUM,2021,6,17,22.1,0.0,59.3,2.3,3.3
2725,KRAKÓW-OBSERWATORIUM,2021,6,18,23.0,0.0,57.5,1.7,0.3
2726,KRAKÓW-OBSERWATORIUM,2021,6,19,24.0,0.0,57.5,2.3,0.3
2727,KRAKÓW-OBSERWATORIUM,2021,6,20,23.9,0.0,60.5,2.0,1.7
2728,KRAKÓW-OBSERWATORIUM,2021,6,21,25.3,0.0,59.0,2.3,2.3
2729,KRAKÓW-OBSERWATORIUM,2021,6,22,23.7,29.7,74.0,1.7,5.3
2730,KRAKÓW-OBSERWATORIUM,2021,6,23,22.7,0.1,87.0,1.0,6.3
2731,KRAKÓW-OBSERWATORIUM,2021,6,24,23.8,34.1,79.8,2.0,4.0
2732,KRAKÓW-OBSERWATORIUM,2021,6,25,19.4,0.8,87.3,1.3,6.7
2733,KRAKÓW-OBSERWATORIUM,2021,6,26,19.5,4.6,80.0,1.0,7.0
2734,KRAKÓW-OBSERWATORIUM,2021,6,27,19.9,0.0,79.0,1.7,2.3
2735,KRAKÓW-OBSERWATORIUM,2021,6,28,21.2,0.0,66.3,1.3,2.7
2736,KRAKÓW-OBSERWATORIUM,2021,6,29,22.4,5.4,70.8,1.7,4.0
2737,KRAKÓW-OBSERWATORIUM,2021,6,30,22.6,0.0,66.5,2.7,4.0
2738,KRAKÓW-OBSERWATORIUM,2021,7,1,20.3,0.0,72.0,1.3,7.0
2739,KRAKÓW-OBSERWATORIUM,2021,7,2,19.1,0.0,73.0,2.0,7.7
2740,KRAKÓW-OBSERWATORIUM,2021,7,3,18.4,4.8,80.0,2.0,7.7
2741,KRAKÓW-OBSERWATORIUM,2021,7,4,19.7,0.0,70.0,1.0,3.0
2742,KRAKÓW-OBSERWATORIUM,2021,7,5,21.2,0.0,57.8,1.7,3.3
2743,KRAKÓW-OBSERWATORIUM,2021,7,6,23.4,0.0,60.0,1.7,1.0
2744,KRAKÓW-OBSERWATORIUM,2021,7,7,25.2,0.0,62.0,1.7,1.0
2745,KRAKÓW-OBSERWATORIUM,2021,7,8,25.1,0.0,67.8,2.3,2.0
2746,KRAKÓW-OBSERWATORIUM,2021,7,9,24.7,41.5,79.0,2.7,5.3
2747,KRAKÓW-OBSERWATORIUM,2021,7,10,21.0,0.0,66.8,1.7,5.0
2748,KRAKÓW-OBSERWATORIUM,2021,7,11,20.6,6.5,69.0,1.7,5.3
2749,KRAKÓW-OBSERWATORIUM,2021,7,12,18.9,11.2,95.0,1.7,7.0
2750,KRAKÓW-OBSERWATORIUM,2021,7,13,23.2,0.0,75.5,1.7,3.0
2751,KRAKÓW-OBSERWATORIUM,2021,7,14,25.3,28.4,72.5,1.3,6.0
2752,KRAKÓW-OBSERWATORIUM,2021,7,15,22.1,31.4,90.0,1.7,6.0
2753,KRAKÓW-OBSERWATORIUM,2021,7,16,23.3,1.0,82.5,1.0,7.0
2754,KRAKÓW-OBSERWATORIUM,2021,7,17,23.6,4.3,80.0,1.7,5.3
2755,KRAKÓW-OBSERWATORIUM,2021,7,18,22.7,0.0,85.5,1.0,6.7
2756,KRAKÓW-OBSERWATORIUM,2021,7,19,22.0,17.7,69.5,2.0,5.0
2757,KRAKÓW-OBSERWATORIUM,2021,7,20,18.1,2.9,87.5,1.3,7.7
2758,KRAKÓW-OBSERWATORIUM,2021,7,21,18.8,0.0,68.5,1.7,5.0
2759,KRAKÓW-OBSERWATORIUM,2021,7,22,19.3,0.0,70.0,1.7,7.7
2760,KRAKÓW-OBSERWATORIUM,2021,7,23,20.6,0.0,67.8,1.0,5.7
2761,KRAKÓW-OBSERWATORIUM,2021,7,24,21.7,0.0,67.0,1.3,3.7
2762,KRAKÓW-OBSERWATORIUM,2021,7,25,21.2,7.5,77.3,1.3,5.0
2763,KRAKÓW-OBSERWATORIUM,2021,7,26,22.9,2.0,75.3,1.3,2.7
2764,KRAKÓW-OBSERWATORIUM,2021,7,27,23.4,10.2,77.3,1.3,4.3
2765,KRAKÓW-OBSERWATORIUM,2021,7,28,24.1,3.1,74.5,1.3,4.3
2766,KRAKÓW-OBSERWATORIUM,2021,7,29,23.0,0.0,68.8,2.3,3.7
2767,KRAKÓW-OBSERWATORIUM,2021,7,30,22.8,0.0,59.3,1.3,1.7
2768,KRAKÓW-OBSERWATORIUM,2021,7,31,22.1,0.3,74.5,0.7,5.3
2769,KRAKÓW-OBSERWATORIUM,2021,8,1,20.1,5.7,87.3,1.0,8.0
2770,KRAKÓW-OBSERWATORIUM,2021,8,2,17.2,0.5,82.5,2.7,6.7
2771,KRAKÓW-OBSERWATORIUM,2021,8,3,18.3,0.4,71.0,2.0,4.0
2772,KRAKÓW-OBSERWATORIUM,2021,8,4,19.4,5.2,72.3,2.0,6.7
2773,KRAKÓW-OBSERWATORIUM,2021,8,5,17.5,103.4,97.3,3.0,8.0
2774,KRAKÓW-OBSERWATORIUM,2021,8,6,16.2,0.6,84.3,3.7,5.3
2775,KRAKÓW-OBSERWATORIUM,2021,8,7,19.1,0.0,72.8,2.0,1.7
2776,KRAKÓW-OBSERWATORIUM,2021,8,8,20.7,19.3,68.3,2.7,6.0
2777,KRAKÓW-OBSERWATORIUM,2021,8,9,19.7,0.0,77.0,1.0,3.0
2778,KRAKÓW-OBSERWATORIUM,2021,8,10,22.0,1.3,71.0,1.0,4.3
2779,KRAKÓW-OBSERWATORIUM,2021,8,11,20.5,0.0,72.8,1.3,4.0
2780,KRAKÓW-OBSERWATORIUM,2021,8,12,18.9,0.0,67.8,1.0,1.7
2781,KRAKÓW-OBSERWATORIUM,2021,8,13,20.2,0.0,72.0,1.3,3.3
2782,KRAKÓW-OBSERWATORIUM,2021,8,14,23.6,0.0,70.5,1.3,4.3
2783,KRAKÓW-OBSERWATORIUM,2021,8,15,23.8,2.8,75.8,0.7,3.0
2784,KRAKÓW-OBSERWATORIUM,2021,8,16,24.2,13.4,71.0,1.3,6.0
2785,KRAKÓW-OBSERWATORIUM,2021,8,17,17.9,1.4,85.3,2.7,5.7
2786,KRAKÓW-OBSERWATORIUM,2021,8,18,16.3,0.0,65.5,1.7,4.7
2787,KRAKÓW-OBSERWATORIUM,2021,8,19,17.5,0.0,69.8,1.7,6.0
2788,KRAKÓW-OBSERWATORIUM,2021,8,20,20.0,0.0,70.3,1.0,7.0
2789,KRAKÓW-OBSERWATORIUM,2021,8,21,19.3,0.0,73.8,1.3,4.0
2790,KRAKÓW-OBSERWATORIUM,2021,8,22,19.0,7.4,74.5,1.3,5.0
2791,KRAKÓW-OBSERWATORIUM,2021,8,23,18.7,8.5,95.8,1.0,7.7
2792,KRAKÓW-OBSERWATORIUM,2021,8,24,15.0,9.8,97.0,1.3,8.0
2793,KRAKÓW-OBSERWATORIUM,2021,8,25,13.0,0.2,78.0,1.0,1.7
2794,KRAKÓW-OBSERWATORIUM,2021,8,26,13.0,1.1,89.8,1.0,7.7
2795,KRAKÓW-OBSERWATORIUM,2021,8,27,13.7,3.4,89.5,1.0,7.0
2796,KRAKÓW-OBSERWATORIUM,2021,8,28,14.2,0.0,84.5,1.0,4.7
2797,KRAKÓW-OBSERWATORIUM,2021,8,29,14.9,16.4,86.8,1.3,7.7
2798,KRAKÓW-OBSERWATORIUM,2021,8,30,13.4,24.1,96.5,1.3,8.0
2799,KRAKÓW-OBSERWATORIUM,2021,8,31,13.9,14.3,95.8,2.3,8.0
2800,KRAKÓW-OBSERWATORIUM,2021,9,1,15.0,0.1,86.8,2.0,7.0
2801,KRAKÓW-OBSERWATORIUM,2021,9,2,15.6,0.0,77.3,1.3,3.7
2802,KRAKÓW-OBSERWATORIUM,2021,9,3,16.0,0.0,79.3,1.7,3.3
2803,KRAKÓW-OBSERWATORIUM,2021,9,4,15.4,0.0,82.0,1.7,2.3
2804,KRAKÓW-OBSERWATORIUM,2021,9,5,12.7,0.0,67.5,1.7,2.3
2805,KRAKÓW-OBSERWATORIUM,2021,9,6,11.8,0.0,76.0,1.7,1.3
2806,KRAKÓW-OBSERWATORIUM,2021,9,7,14.3,0.0,75.5,1.7,4.3
2807,KRAKÓW-OBSERWATORIUM,2021,9,8,16.3,0.0,77.8,0.7,2.3
2808,KRAKÓW-OBSERWATORIUM,2021,9,9,16.3,0.0,76.0,1.0,0.0
2809,KRAKÓW-OBSERWATORIUM,2021,9,10,16.0,0.0,73.0,0.7,1.0
2810,KRAKÓW-OBSERWATORIUM,2021,9,11,16.3,0.0,73.0,1.0,1.7
2811,KRAKÓW-OBSERWATORIUM,2021,9,12,17.9,1.6,77.5,1.0,2.7
2812,KRAKÓW-OBSERWATORIUM,2021,9,13,18.3,0.0,84.8,1.3,6.3
2813,KRAKÓW-OBSERWATORIUM,2021,9,14,16.7,0.0,82.0,1.0,2.7
2814,KRAKÓW-OBSERWATORIUM,2021,9,15,16.9,0.0,81.0,1.3,4.0
2815,KRAKÓW-OBSERWATORIUM,2021,9,16,19.0,15.2,83.5,0.7,7.3
2816,KRAKÓW-OBSERWATORIUM,2021,9,17,15.7,12.9,96.8,2.3,8.0
2817,KRAKÓW-OBSERWATORIUM,2021,9,18,13.6,5.6,85.3,3.0,7.7
2818,KRAKÓW-OBSERWATORIUM,2021,9,19,10.4,0.0,85.0,2.3,8.0
2819,KRAKÓW-OBSERWATORIUM,2021,9,20,10.0,0.5,83.0,2.0,8.0
2820,KRAKÓW-OBSERWATORIUM,2021,9,21,10.1,7.4,82.3,1.7,6.7
2821,KRAKÓW-OBSERWATORIUM,2021,9,22,10.0,0.3,88.8,1.7,8.0
2822,KRAKÓW-OBSERWATORIUM,2021,9,23,12.7,0.8,79.8,2.3,8.0
2823,KRAKÓW-OBSERWATORIUM,2021,9,24,13.8,0.0,71.0,2.0,6.3
2824,KRAKÓW-OBSERWATORIUM,2021,9,25,15.5,0.0,77.8,1.7,7.7
2825,KRAKÓW-OBSERWATORIUM,2021,9,26,17.4,0.0,84.8,1.3,3.7
2826,KRAKÓW-OBSERWATORIUM,2021,9,27,16.5,0.0,85.5,2.3,5.3
2827,KRAKÓW-OBSERWATORIUM,2021,9,28,11.8,0.0,84.0,1.7,4.3
2828,KRAKÓW-OBSERWATORIUM,2021,9,29,11.5,3.8,85.8,2.0,5.7
2829,KRAKÓW-OBSERWATORIUM,2021,9,30,12.8,0.5,93.0,0.7,8.0
2830,KRAKÓW-OBSERWATORIUM,2021,10,1,10.2,0.0,89.5,1.7,4.7
2831,KRAKÓW-OBSERWATORIUM,2021,10,2,12.0,0.0,82.8,1.3,2.7
2832,KRAKÓW-OBSERWATORIUM,2021,10,3,12.0,0.0,82.3,1.3,2.0
2833,KRAKÓW-OBSERWATORIUM,2021,10,4,14.1,0.0,83.0,0.7,1.0
2834,KRAKÓW-OBSERWATORIUM,2021,10,5,15.8,0.9,79.3,2.0,1.0
2835,KRAKÓW-OBSERWATORIUM,2021,10,6,12.9,8.0,96.0,0.7,8.0
2836,KRAKÓW-OBSERWATORIUM,2021,10,7,12.5,0.0,82.0,2.3,4.0
2837,KRAKÓW-OBSERWATORIUM,2021,10,8,7.5,0.0,67.8,3.0,0.0
2838,KRAKÓW-OBSERWATORIUM,2021,10,9,5.0,0.0,78.5,2.3,0.0
2839,KRAKÓW-OBSERWATORIUM,2021,10,10,4.5,0.0,78.0,1.7,4.0
2840,KRAKÓW-OBSERWATORIUM,2021,10,11,6.1,0.7,82.3,1.3,4.3
2841,KRAKÓW-OBSERWATORIUM,2021,10,12,8.4,3.0,83.8,1.7,6.0
2842,KRAKÓW-OBSERWATORIUM,2021,10,13,6.2,0.9,87.5,2.0,7.0
2843,KRAKÓW-OBSERWATORIUM,2021,10,14,7.4,0.0,78.8,1.7,6.0
2844,KRAKÓW-OBSERWATORIUM,2021,10,15,10.1,0.0,76.5,1.7,6.7
2845,KRAKÓW-OBSERWATORIUM,2021,10,16,9.0,0.0,77.3,1.7,6.0
2846,KRAKÓW-OBSERWATORIUM,2021,10,17,7.2,0.5,76.0,0.7,6.3
2847,KRAKÓW-OBSERWATORIUM,2021,10,18,7.7,0.5,93.5,2.0,8.0
2848,KRAKÓW-OBSERWATORIUM,2021,10,19,9.8,0.0,84.0,0.7,3.0
2849,KRAKÓW-OBSERWATORIUM,2021,10,20,13.8,0.0,71.0,0.7,6.7
2850,KRAKÓW-OBSERWATORIUM,2021,10,21,12.6,0.0,75.3,2.3,4.7
2851,KRAKÓW-OBSERWATORIUM,2021,10,22,10.7,0.0,59.0,3.7,2.7
2852,KRAKÓW-OBSERWATORIUM,2021,10,23,6.9,1.6,75.3,2.3,3.3
2853,KRAKÓW-OBSERWATORIUM,2021,10,24,5.6,0.0,84.3,1.0,2.3
2854,KRAKÓW-OBSERWATORIUM,2021,10,25,4.8,0.0,81.3,0.7,1.3
2855,KRAKÓW-OBSERWATORIUM,2021,10,26,5.4,0.0,80.5,0.7,6.3
2856,KRAKÓW-OBSERWATORIUM,2021,10,27,9.0,0.0,75.8,1.3,3.3
2857,KRAKÓW-OBSERWATORIUM,2021,10,28,8.0,0.0,82.8,0.3,2.7
2858,KRAKÓW-OBSERWATORIUM,2021,10,29,7.7,0.0,81.3,0.7,0.7
2859,KRAKÓW-OBSERWATORIUM,2021,10,30,8.9,0.0,73.8,1.7,1.3
2860,KRAKÓW-OBSERWATORIUM,2021,10,31,8.3,0.0,76.8,0.3,0.3
2861,KRAKÓW-OBSERWATORIUM,2021,11,1,7.3,0.3,78.0,1.3,0.0
2862,KRAKÓW-OBSERWATORIUM,2021,11,2,7.5,17.4,95.5,0.7,8.0
2863,KRAKÓW-OBSERWATORIUM,2021,11,3,8.3,0.4,81.0,1.3,2.7
2864,KRAKÓW-OBSERWATORIUM,2021,11,4,11.6,0.0,77.3,2.7,5.7
2865,KRAKÓW-OBSERWATORIUM,2021,11,5,7.7,0.0,69.3,2.3,3.0
2866,KRAKÓW-OBSERWATORIUM,2021,11,6,6.6,0.0,78.0,2.0,3.0
2867,KRAKÓW-OBSERWATORIUM,2021,11,7,5.9,0.3,76.0,2.3,7.0
2868,KRAKÓW-OBSERWATORIUM,2021,11,8,7.5,0.6,80.0,2.7,7.0
2869,KRAKÓW-OBSERWATORIUM,2021,11,9,7.0,0.0,93.3,1.3,5.3
2870,KRAKÓW-OBSERWATORIUM,2021,11,10,4.8,0.0,88.8,1.0,4.0
2871,KRAKÓW-OBSERWATORIUM,2021,11,11,4.3,0.0,83.5,0.7,1.7
2872,KRAKÓW-OBSERWATORIUM,2021,11,12,4.7,0.0,90.8,1.3,8.0
2873,KRAKÓW-OBSERWATORIUM,2021,11,13,4.1,0.0,95.5,1.3,8.0
2874,KRAKÓW-OBSERWATORIUM,2021,11,14,4.7,0.0,88.3,1.7,8.0
2875,KRAKÓW-OBSERWATORIUM,2021,11,15,5.2,0.0,92.3,3.3,8.0
2876,KRAKÓW-OBSERWATORIUM,2021,11,16,4.6,0.0,93.8,1.0,8.0
2877,KRAKÓW-OBSERWATORIUM,2021,11,17,3.0,0.1,93.3,0.7,6.7
2878,KRAKÓW-OBSERWATORIUM,2021,11,18,6.4,0.1,86.3,3.0,7.7
2879,KRAKÓW-OBSERWATORIUM,2021,11,19,7.7,0.0,91.8,4.3,8.0
2880,KRAKÓW-OBSERWATORIUM,2021,11,20,9.8,0.0,87.8,3.3,7.3
2881,KRAKÓW-OBSERWATORIUM,2021,11,21,7.7,0.0,83.3,1.7,5.7
2882,KRAKÓW-OBSERWATORIUM,2021,11,22,6.2,2.1,88.5,1.3,8.0
2883,KRAKÓW-OBSERWATORIUM,2021,11,23,3.5,0.4,67.3,3.0,7.3
2884,KRAKÓW-OBSERWATORIUM,2021,11,24,3.8,0.0,82.8,1.7,7.0
2885,KRAKÓW-OBSERWATORIUM,2021,11,25,0.6,0.1,80.5,1.3,0.3
2886,KRAKÓW-OBSERWATORIUM,2021,11,26,2.2,17.2,98.0,1.3,8.0
2887,KRAKÓW-OBSERWATORIUM,2021,11,27,3.3,0.6,82.5,1.0,7.0
2888,KRAKÓW-OBSERWATORIUM,2021,11,28,3.0,0.8,95.5,1.0,8.0
2889,KRAKÓW-OBSERWATORIUM,2021,11,29,1.9,0.3,86.8,2.7,8.0
2890,KRAKÓW-OBSERWATORIUM,2021,11,30,2.2,3.3,79.0,4.3,7.3
2891,KRAKÓW-OBSERWATORIUM,2021,12,1,4.1,0.2,77.8,1.7,7.3
2892,KRAKÓW-OBSERWATORIUM,2021,12,2,6.3,0.0,71.8,2.7,6.3
2893,KRAKÓW-OBSERWATORIUM,2021,12,3,1.2,0.0,70.3,3.0,2.3
2894,KRAKÓW-OBSERWATORIUM,2021,12,4,-0.8,0.9,65.8,1.3,7.0
2895,KRAKÓW-OBSERWATORIUM,2021,12,5,1.3,2.9,90.3,1.0,8.0
2896,KRAKÓW-OBSERWATORIUM,2021,12,6,1.3,4.3,94.3,1.0,8.0
2897,KRAKÓW-OBSERWATORIUM,2021,12,7,-0.3,0.6,91.0,1.3,8.0
2898,KRAKÓW-OBSERWATORIUM,2021,12,8,-2.9,0.0,91.0,2.7,8.0
2899,KRAKÓW-OBSERWATORIUM,2021,12,9,-2.3,1.5,88.3,2.7,8.0
2900,KRAKÓW-OBSERWATORIUM,2021,12,10,-0.3,0.0,93.3,1.3,8.0
2901,KRAKÓW-OBSERWATORIUM,2021,12,11,-0.1,0.0,92.3,1.0,7.7
2902,KRAKÓW-OBSERWATORIUM,2021,12,12,-0.7,0.0,79.5,1.0,4.7
2903,KRAKÓW-OBSERWATORIUM,2021,12,13,-3.2,0.0,84.5,0.7,1.3
2904,KRAKÓW-OBSERWATORIUM,2021,12,14,-1.0,0.1,94.8,1.0,8.0
2905,KRAKÓW-OBSERWATORIUM,2021,12,15,3.5,0.0,96.5,2.3,8.0
